Site,Individual,Date,Time,Parameter_A,Parameter_B
Site_1,Site_1_Candidate_3,2025-07-10,15:15,61.16,8.48
Site_1,Site_1_Candidate_3,2025-07-10,15:30,92.25,40.02
Site_1,Site_1_Candidate_3,2025-07-10,15:45,75.46,40.78
Site_1,Site_1_Candidate_3,2025-07-10,16:00,98.25,34.17
Site_1,Site_1_Candidate_3,2025-07-10,16:15,53.61,45.68
Site_1,Site_1_Candidate_3,2025-07-10,16:30,56.91,28.13
Site_1,Site_1_Candidate_3,2025-07-10,16:45,59.39,3.39
Site_1,Site_1_Candidate_3,2025-07-10,17:00,59.88,16.68
Site_1,Site_1_Candidate_3,2025-07-10,17:15,83.65,23.0
Site_1,Site_1_Candidate_3,2025-07-10,17:30,89.32,37.72
Site_1,Site_1_Candidate_3,2025-07-09,09:00,51.51,19.11
Site_1,Site_1_Candidate_3,2025-07-09,09:15,85.91,1.97
Site_1,Site_1_Candidate_3,2025-07-09,09:30,85.19,39.73
Site_1,Site_1_Candidate_3,2025-07-09,09:45,51.25,6.54
Site_1,Site_1_Candidate_3,2025-07-09,10:00,66.3,42.37
Site_1,Site_1_Candidate_3,2025-07-09,10:15,93.87,11.32
Site_1,Site_1_Candidate_3,2025-07-09,10:30,96.36,4.04
Site_1,Site_1_Candidate_3,2025-07-09,10:45,58.32,27.04
Site_1,Site_1_Candidate_3,2025-07-09,11:00,58.27,26.55
Site_1,Site_1_Candidate_3,2025-07-09,11:15,62.35,13.48
Site_1,Site_1_Candidate_3,2025-07-09,11:30,70.62,2.19
Site_1,Site_1_Candidate_3,2025-07-09,11:45,58.68,1.35
Site_1,Site_1_Candidate_3,2025-07-09,12:00,78.58,36.41
Site_1,Site_1_Candidate_3,2025-07-09,12:15,56.95,7.01
Site_1,Site_1_Candidate_3,2025-07-09,12:30,86.98,11.81
Site_1,Site_1_Candidate_3,2025-07-09,12:45,93.93,16.09
Site_1,Site_1_Candidate_3,2025-07-09,13:00,95.19,14.97
Site_1,Site_1_Candidate_3,2025-07-09,13:15,55.23,32.46
Site_1,Site_1_Candidate_3,2025-07-09,13:30,70.57,38.91
Site_1,Site_1_Candidate_3,2025-07-09,13:45,67.57,46.74
Site_1,Site_1_Candidate_3,2025-07-09,14:00,92.88,41.8
Site_1,Site_1_Candidate_3,2025-07-09,14:15,59.95,25.15
Site_1,Site_1_Candidate_3,2025-07-09,14:30,50.35,13.48
Site_1,Site_1_Candidate_3,2025-07-09,14:45,81.92,27.64
Site_1,Site_1_Candidate_3,2025-07-09,15:00,61.31,0.88
Site_1,Site_1_Candidate_3,2025-07-09,15:15,74.24,38.91
Site_1,Site_1_Candidate_3,2025-07-09,15:30,74.59,41.9
Site_1,Site_1_Candidate_3,2025-07-09,15:45,77.46,10.96
Site_1,Site_1_Candidate_3,2025-07-09,16:00,83.52,28.96
Site_1,Site_1_Candidate_3,2025-07-09,16:15,52.31,19.11
Site_1,Site_1_Candidate_3,2025-07-09,16:30,56.09,27.56
Site_1,Site_1_Candidate_3,2025-07-09,16:45,53.49,15.24
Site_1,Site_1_Candidate_3,2025-07-09,17:00,76.83,12.94
Site_1,Site_1_Candidate_3,2025-07-09,17:15,83.34,5.89
Site_1,Site_1_Candidate_3,2025-07-09,17:30,69.94,46.17
Site_1,Site_1_Candidate_3,2025-07-08,09:00,91.47,41.28
Site_1,Site_1_Candidate_3,2025-07-08,09:15,90.79,18.42
Site_1,Site_1_Candidate_3,2025-07-08,09:30,55.75,31.39
Site_1,Site_1_Candidate_3,2025-07-08,09:45,74.71,29.58
Site_1,Site_1_Candidate_3,2025-07-08,10:00,94.65,3.53
Site_1,Site_1_Candidate_3,2025-07-08,10:15,84.82,9.66
Site_1,Site_1_Candidate_3,2025-07-08,10:30,70.35,40.19
Site_1,Site_1_Candidate_3,2025-07-08,10:45,86.64,45.8
Site_1,Site_1_Candidate_3,2025-07-08,11:00,97.45,23.67
Site_1,Site_1_Candidate_3,2025-07-08,11:15,95.77,0.74
Site_1,Site_1_Candidate_3,2025-07-08,11:30,70.49,49.93
Site_1,Site_1_Candidate_3,2025-07-08,11:45,56.41,41.44
Site_1,Site_1_Candidate_3,2025-07-08,12:00,69.15,7.07
Site_1,Site_1_Candidate_3,2025-07-08,12:15,65.84,36.76
Site_1,Site_1_Candidate_3,2025-07-08,12:30,81.27,46.01
Site_1,Site_1_Candidate_3,2025-07-08,12:45,62.0,35.77
Site_1,Site_1_Candidate_3,2025-07-08,13:00,98.41,41.17
Site_1,Site_1_Candidate_3,2025-07-08,13:15,52.79,2.51
Site_1,Site_1_Candidate_3,2025-07-08,13:30,93.69,40.18
Site_1,Site_1_Candidate_3,2025-07-08,13:45,62.59,12.88
Site_1,Site_1_Candidate_3,2025-07-08,14:00,73.45,14.71
Site_1,Site_1_Candidate_3,2025-07-08,14:15,61.73,24.32
Site_1,Site_1_Candidate_3,2025-07-08,14:30,63.47,45.61
Site_1,Site_1_Candidate_3,2025-07-08,14:45,70.43,48.96
Site_1,Site_1_Candidate_3,2025-07-08,15:00,90.71,4.26
Site_1,Site_1_Candidate_3,2025-07-08,15:15,98.73,43.07
Site_1,Site_1_Candidate_3,2025-07-08,15:30,93.62,24.27
Site_1,Site_1_Candidate_3,2025-07-08,15:45,81.61,48.63
Site_1,Site_1_Candidate_3,2025-07-08,16:00,56.41,21.93
Site_1,Site_1_Candidate_3,2025-07-08,16:15,68.9,23.82
Site_1,Site_1_Candidate_3,2025-07-08,16:30,51.04,37.85
Site_1,Site_1_Candidate_3,2025-07-08,16:45,96.92,49.4
Site_1,Site_1_Candidate_3,2025-07-08,17:00,90.41,20.13
Site_1,Site_1_Candidate_3,2025-07-08,17:15,84.2,33.0
Site_1,Site_1_Candidate_3,2025-07-08,17:30,94.01,19.73
Site_1,Site_1_Candidate_3,2025-07-07,09:00,72.66,11.17
Site_1,Site_1_Candidate_3,2025-07-07,09:15,87.49,49.59
Site_1,Site_1_Candidate_3,2025-07-07,09:30,83.92,4.96
Site_1,Site_1_Candidate_3,2025-07-07,09:45,58.47,2.45
Site_1,Site_1_Candidate_3,2025-07-07,10:00,59.4,20.48
Site_1,Site_1_Candidate_3,2025-07-07,10:15,57.25,16.6
Site_1,Site_1_Candidate_3,2025-07-07,10:30,64.69,30.06
Site_1,Site_1_Candidate_3,2025-07-07,10:45,80.87,0.57
Site_1,Site_1_Candidate_3,2025-07-07,11:00,73.27,20.99
Site_1,Site_1_Candidate_3,2025-07-07,11:15,97.79,45.53
Site_1,Site_1_Candidate_3,2025-07-07,11:30,97.51,17.67
Site_1,Site_1_Candidate_3,2025-07-07,11:45,53.42,33.59
Site_1,Site_1_Candidate_3,2025-07-07,12:00,98.05,41.79
Site_1,Site_1_Candidate_3,2025-07-07,12:15,64.01,28.49
Site_1,Site_1_Candidate_3,2025-07-07,12:30,79.73,36.16
Site_1,Site_1_Candidate_3,2025-07-07,12:45,93.71,49.95
Site_1,Site_1_Candidate_3,2025-07-07,13:00,93.75,4.33
Site_1,Site_1_Candidate_3,2025-07-07,13:15,71.95,9.9
Site_1,Site_1_Candidate_3,2025-07-07,13:30,90.27,40.97
Site_1,Site_1_Candidate_3,2025-07-07,13:45,63.31,46.23
Site_1,Site_1_Candidate_3,2025-07-07,14:00,81.7,24.7
Site_1,Site_1_Candidate_3,2025-07-07,14:15,57.79,12.73
Site_1,Site_1_Candidate_3,2025-07-07,14:30,86.52,48.99
Site_1,Site_1_Candidate_3,2025-07-07,14:45,79.46,34.18
Site_1,Site_1_Candidate_3,2025-07-07,15:00,52.42,35.91
Site_1,Site_1_Candidate_3,2025-07-07,15:15,74.8,4.2
Site_1,Site_1_Candidate_3,2025-07-07,15:30,77.38,41.32
Site_1,Site_1_Candidate_3,2025-07-07,15:45,80.96,5.11
Site_1,Site_1_Candidate_3,2025-07-07,16:00,77.2,47.34
Site_1,Site_1_Candidate_3,2025-07-07,16:15,96.28,25.49
Site_1,Site_1_Candidate_3,2025-07-07,16:30,94.15,6.72
Site_1,Site_1_Candidate_3,2025-07-07,16:45,61.17,30.31
Site_1,Site_1_Candidate_3,2025-07-07,17:00,57.48,7.27
Site_1,Site_1_Candidate_3,2025-07-07,17:15,85.49,24.32
Site_1,Site_1_Candidate_3,2025-07-07,17:30,67.74,21.11
Site_1,Site_1_Candidate_3,2025-07-06,09:00,88.52,48.31
Site_1,Site_1_Candidate_3,2025-07-06,09:15,69.47,32.12
Site_1,Site_1_Candidate_3,2025-07-06,09:30,56.37,15.04
Site_1,Site_1_Candidate_3,2025-07-06,09:45,91.72,1.74
Site_1,Site_1_Candidate_3,2025-07-06,10:00,89.74,37.18
Site_1,Site_1_Candidate_3,2025-07-06,10:15,68.1,10.36
Site_1,Site_1_Candidate_3,2025-07-06,10:30,55.24,27.82
Site_1,Site_1_Candidate_3,2025-07-06,10:45,94.82,23.48
Site_1,Site_1_Candidate_3,2025-07-06,11:00,78.86,28.62
Site_1,Site_1_Candidate_3,2025-07-06,11:15,55.62,23.86
Site_1,Site_1_Candidate_3,2025-07-06,11:30,90.9,49.73
Site_1,Site_1_Candidate_3,2025-07-06,11:45,92.54,26.64
Site_1,Site_1_Candidate_3,2025-07-06,12:00,58.02,5.64
Site_1,Site_1_Candidate_3,2025-07-06,12:15,54.39,36.38
Site_1,Site_1_Candidate_3,2025-07-06,12:30,96.64,3.07
Site_1,Site_1_Candidate_3,2025-07-06,12:45,51.93,2.76
Site_1,Site_1_Candidate_3,2025-07-06,13:00,82.23,45.15
Site_1,Site_1_Candidate_3,2025-07-06,13:15,62.78,20.77
Site_1,Site_1_Candidate_3,2025-07-06,13:30,75.64,4.24
Site_1,Site_1_Candidate_3,2025-07-06,13:45,76.65,36.52
Site_1,Site_1_Candidate_3,2025-07-06,14:00,91.89,0.34
Site_1,Site_1_Candidate_3,2025-07-06,14:15,52.24,41.46
Site_1,Site_1_Candidate_3,2025-07-06,14:30,77.41,49.59
Site_1,Site_1_Candidate_3,2025-07-06,14:45,94.48,46.74
Site_1,Site_1_Candidate_3,2025-07-06,15:00,56.61,44.43
Site_1,Site_1_Candidate_3,2025-07-06,15:15,94.52,36.11
Site_1,Site_1_Candidate_3,2025-07-06,15:30,72.78,2.64
Site_1,Site_1_Candidate_3,2025-07-06,15:45,73.35,12.05
Site_1,Site_1_Candidate_3,2025-07-06,16:00,54.23,21.33
Site_1,Site_1_Candidate_3,2025-07-06,16:15,98.4,44.77
Site_1,Site_1_Candidate_3,2025-07-06,16:30,54.7,3.6
Site_1,Site_1_Candidate_3,2025-07-06,16:45,79.15,15.39
Site_1,Site_1_Candidate_3,2025-07-06,17:00,79.9,13.51
Site_1,Site_1_Candidate_3,2025-07-06,17:15,61.91,15.59
Site_1,Site_1_Candidate_3,2025-07-06,17:30,88.0,37.45
Site_1,Site_1_Candidate_4,2025-07-15,09:00,56.0,19.97
Site_1,Site_1_Candidate_4,2025-07-15,09:15,97.53,42.83
Site_1,Site_1_Candidate_4,2025-07-15,09:30,55.98,23.77
Site_1,Site_1_Candidate_4,2025-07-15,09:45,89.35,25.07
Site_1,Site_1_Candidate_4,2025-07-15,10:00,75.68,22.49
Site_1,Site_1_Candidate_4,2025-07-15,10:15,51.62,1.18
Site_1,Site_1_Candidate_4,2025-07-15,10:30,86.75,7.23
Site_1,Site_1_Candidate_4,2025-07-15,10:45,72.64,19.03
Site_1,Site_1_Candidate_4,2025-07-15,11:00,65.17,11.81
Site_1,Site_1_Candidate_4,2025-07-15,11:15,53.71,40.22
Site_1,Site_1_Candidate_4,2025-07-15,11:30,82.21,48.58
Site_1,Site_1_Candidate_4,2025-07-15,11:45,95.67,25.6
Site_1,Site_1_Candidate_4,2025-07-15,12:00,97.93,28.09
Site_1,Site_1_Candidate_4,2025-07-15,12:15,60.51,31.76
Site_1,Site_1_Candidate_4,2025-07-15,12:30,74.55,41.37
Site_1,Site_1_Candidate_4,2025-07-15,12:45,79.15,35.55
Site_1,Site_1_Candidate_4,2025-07-15,13:00,81.19,22.84
Site_1,Site_1_Candidate_4,2025-07-15,13:15,76.54,13.87
Site_1,Site_1_Candidate_4,2025-07-15,13:30,95.65,37.43
Site_1,Site_1_Candidate_4,2025-07-15,13:45,93.46,6.8
Site_1,Site_1_Candidate_4,2025-07-15,14:00,94.16,13.02
Site_1,Site_1_Candidate_4,2025-07-15,14:15,81.94,45.96
Site_1,Site_1_Candidate_4,2025-07-15,14:30,94.28,37.39
Site_1,Site_1_Candidate_4,2025-07-15,14:45,96.8,32.55
Site_1,Site_1_Candidate_4,2025-07-15,15:00,77.75,39.09
Site_1,Site_1_Candidate_4,2025-07-15,15:15,95.64,43.05
Site_1,Site_1_Candidate_4,2025-07-15,15:30,74.73,8.32
Site_1,Site_1_Candidate_4,2025-07-15,15:45,81.57,12.41
Site_1,Site_1_Candidate_4,2025-07-15,16:00,56.41,27.52
Site_1,Site_1_Candidate_4,2025-07-15,16:15,68.11,14.74
Site_1,Site_1_Candidate_4,2025-07-15,16:30,70.92,7.34
Site_1,Site_1_Candidate_4,2025-07-15,16:45,67.16,24.83
Site_1,Site_1_Candidate_4,2025-07-15,17:00,52.75,20.37
Site_1,Site_1_Candidate_4,2025-07-15,17:15,63.3,39.95
Site_1,Site_1_Candidate_4,2025-07-15,17:30,98.75,24.18
Site_1,Site_1_Candidate_4,2025-07-14,09:00,72.39,20.8
Site_1,Site_1_Candidate_4,2025-07-14,09:15,72.73,21.24
Site_1,Site_1_Candidate_4,2025-07-14,09:30,65.73,34.47
Site_1,Site_1_Candidate_4,2025-07-14,09:45,76.93,6.83
Site_1,Site_1_Candidate_4,2025-07-14,10:00,59.3,34.08
Site_1,Site_1_Candidate_4,2025-07-14,10:15,51.3,38.82
Site_1,Site_1_Candidate_4,2025-07-14,10:30,73.08,2.41
Site_1,Site_1_Candidate_4,2025-07-14,10:45,68.56,3.57
Site_1,Site_1_Candidate_4,2025-07-14,11:00,76.52,31.7
Site_1,Site_1_Candidate_4,2025-07-14,11:15,56.84,29.76
Site_1,Site_1_Candidate_4,2025-07-14,11:30,90.17,31.95
Site_1,Site_1_Candidate_4,2025-07-14,11:45,72.7,28.95
Site_1,Site_1_Candidate_4,2025-07-14,12:00,54.99,32.07
Site_1,Site_1_Candidate_4,2025-07-14,12:15,64.83,2.02
Site_1,Site_1_Candidate_4,2025-07-14,12:30,73.85,39.65
Site_1,Site_1_Candidate_4,2025-07-14,12:45,53.65,37.77
Site_1,Site_1_Candidate_4,2025-07-14,13:00,96.31,18.33
Site_1,Site_1_Candidate_4,2025-07-14,13:15,51.23,35.14
Site_1,Site_1_Candidate_4,2025-07-14,13:30,51.37,39.78
Site_1,Site_1_Candidate_4,2025-07-14,13:45,96.69,32.02
Site_1,Site_1_Candidate_4,2025-07-14,14:00,80.94,49.64
Site_1,Site_1_Candidate_4,2025-07-14,14:15,61.67,34.44
Site_1,Site_1_Candidate_4,2025-07-14,14:30,63.3,29.13
Site_1,Site_1_Candidate_4,2025-07-14,14:45,91.68,7.77
Site_1,Site_1_Candidate_4,2025-07-14,15:00,99.14,11.18
Site_1,Site_1_Candidate_4,2025-07-14,15:15,65.1,11.36
Site_1,Site_1_Candidate_4,2025-07-14,15:30,81.16,24.19
Site_1,Site_1_Candidate_4,2025-07-14,15:45,54.63,47.23
Site_1,Site_1_Candidate_4,2025-07-14,16:00,86.93,41.47
Site_1,Site_1_Candidate_4,2025-07-14,16:15,72.25,17.17
Site_1,Site_1_Candidate_4,2025-07-14,16:30,55.17,27.73
Site_1,Site_1_Candidate_4,2025-07-14,16:45,52.41,11.07
Site_1,Site_1_Candidate_4,2025-07-14,17:00,60.2,34.05
Site_1,Site_1_Candidate_4,2025-07-14,17:15,58.92,37.07
Site_1,Site_1_Candidate_4,2025-07-14,17:30,65.14,41.03
Site_1,Site_1_Candidate_4,2025-07-13,09:00,56.22,49.9
Site_1,Site_1_Candidate_4,2025-07-13,09:15,81.91,21.55
Site_1,Site_1_Candidate_4,2025-07-13,09:30,52.74,6.44
Site_1,Site_1_Candidate_4,2025-07-13,09:45,52.98,25.89
Site_1,Site_1_Candidate_4,2025-07-13,10:00,81.74,42.19
Site_1,Site_1_Candidate_4,2025-07-13,10:15,75.73,3.61
Site_1,Site_1_Candidate_4,2025-07-13,10:30,82.08,39.68
Site_1,Site_1_Candidate_4,2025-07-13,10:45,79.46,9.93
Site_1,Site_1_Candidate_4,2025-07-13,11:00,64.13,29.89
Site_1,Site_1_Candidate_4,2025-07-13,11:15,92.29,1.83
Site_1,Site_1_Candidate_4,2025-07-13,11:30,76.61,23.51
Site_1,Site_1_Candidate_4,2025-07-13,11:45,68.98,0.13
Site_1,Site_1_Candidate_4,2025-07-13,12:00,87.02,6.62
Site_1,Site_1_Candidate_4,2025-07-13,12:15,98.1,2.95
Site_1,Site_1_Candidate_4,2025-07-13,12:30,84.59,2.36
Site_1,Site_1_Candidate_4,2025-07-13,12:45,53.87,0.3
Site_1,Site_1_Candidate_4,2025-07-13,13:00,77.43,31.4
Site_1,Site_1_Candidate_4,2025-07-13,13:15,82.2,8.57
Site_1,Site_1_Candidate_4,2025-07-13,13:30,98.29,14.12
Site_1,Site_1_Candidate_4,2025-07-13,13:45,55.48,38.76
Site_1,Site_1_Candidate_4,2025-07-13,14:00,78.13,20.55
Site_1,Site_1_Candidate_4,2025-07-13,14:15,82.91,39.22
Site_1,Site_1_Candidate_4,2025-07-13,14:30,64.77,10.44
Site_1,Site_1_Candidate_4,2025-07-13,14:45,77.07,48.83
Site_1,Site_1_Candidate_4,2025-07-13,15:00,50.01,33.43
Site_1,Site_1_Candidate_4,2025-07-13,15:15,55.85,30.4
Site_1,Site_1_Candidate_4,2025-07-13,15:30,57.07,40.98
Site_1,Site_1_Candidate_4,2025-07-13,15:45,62.67,25.71
Site_1,Site_1_Candidate_4,2025-07-13,16:00,61.1,2.19
Site_1,Site_1_Candidate_4,2025-07-13,16:15,69.73,48.39
Site_1,Site_1_Candidate_4,2025-07-13,16:30,81.29,25.94
Site_1,Site_1_Candidate_4,2025-07-13,16:45,74.72,12.36
Site_1,Site_1_Candidate_4,2025-07-13,17:00,96.26,34.28
Site_1,Site_1_Candidate_4,2025-07-13,17:15,69.39,20.24
Site_1,Site_1_Candidate_4,2025-07-13,17:30,75.16,47.59
Site_1,Site_1_Candidate_4,2025-07-12,09:00,80.14,18.62
Site_1,Site_1_Candidate_4,2025-07-12,09:15,60.03,17.34
Site_1,Site_1_Candidate_4,2025-07-12,09:30,84.82,19.32
Site_1,Site_1_Candidate_4,2025-07-12,09:45,62.28,30.61
Site_1,Site_1_Candidate_4,2025-07-12,10:00,58.35,9.71
Site_1,Site_1_Candidate_4,2025-07-12,10:15,98.45,47.28
Site_1,Site_1_Candidate_4,2025-07-12,10:30,72.65,11.34
Site_1,Site_1_Candidate_4,2025-07-12,10:45,96.89,13.34
Site_1,Site_1_Candidate_4,2025-07-12,11:00,60.72,24.02
Site_1,Site_1_Candidate_4,2025-07-12,11:15,65.77,36.24
Site_1,Site_1_Candidate_4,2025-07-12,11:30,84.22,6.93
Site_1,Site_1_Candidate_4,2025-07-12,11:45,67.57,13.22
Site_1,Site_1_Candidate_4,2025-07-12,12:00,61.08,14.64
Site_1,Site_1_Candidate_4,2025-07-12,12:15,79.75,17.17
Site_1,Site_1_Candidate_4,2025-07-12,12:30,84.18,11.52
Site_1,Site_1_Candidate_4,2025-07-12,12:45,64.2,49.45
Site_1,Site_1_Candidate_4,2025-07-12,13:00,66.58,2.26
Site_1,Site_1_Candidate_4,2025-07-12,13:15,66.32,35.39
Site_1,Site_1_Candidate_4,2025-07-12,13:30,96.74,26.85
Site_1,Site_1_Candidate_4,2025-07-12,13:45,54.05,18.26
Site_1,Site_1_Candidate_4,2025-07-12,14:00,86.07,13.44
Site_1,Site_1_Candidate_4,2025-07-12,14:15,52.16,24.45
Site_1,Site_1_Candidate_4,2025-07-12,14:30,57.3,35.28
Site_1,Site_1_Candidate_4,2025-07-12,14:45,89.31,48.89
Site_1,Site_1_Candidate_4,2025-07-12,15:00,60.42,21.93
Site_1,Site_1_Candidate_4,2025-07-12,15:15,93.81,37.28
Site_1,Site_1_Candidate_4,2025-07-12,15:30,59.65,49.26
Site_1,Site_1_Candidate_4,2025-07-12,15:45,58.24,0.8
Site_1,Site_1_Candidate_4,2025-07-12,16:00,95.73,26.91
Site_1,Site_1_Candidate_4,2025-07-12,16:15,64.98,22.49
Site_1,Site_1_Candidate_4,2025-07-12,16:30,64.99,1.21
Site_1,Site_1_Candidate_4,2025-07-12,16:45,92.21,20.55
Site_1,Site_1_Candidate_4,2025-07-12,17:00,53.73,45.15
Site_1,Site_1_Candidate_4,2025-07-12,17:15,63.86,12.61
Site_1,Site_1_Candidate_4,2025-07-12,17:30,77.33,12.61
Site_1,Site_1_Candidate_4,2025-07-11,09:00,55.28,27.18
Site_1,Site_1_Candidate_4,2025-07-11,09:15,50.26,35.16
Site_1,Site_1_Candidate_4,2025-07-11,09:30,71.03,7.45
Site_1,Site_1_Candidate_4,2025-07-11,09:45,53.54,3.13
Site_1,Site_1_Candidate_4,2025-07-11,10:00,61.86,2.42
Site_1,Site_1_Candidate_4,2025-07-11,10:15,81.76,24.85
Site_1,Site_1_Candidate_4,2025-07-11,10:30,54.81,44.21
Site_1,Site_1_Candidate_4,2025-07-11,10:45,83.42,10.64
Site_1,Site_1_Candidate_4,2025-07-11,11:00,52.79,44.14
Site_1,Site_1_Candidate_4,2025-07-11,11:15,85.4,37.58
Site_1,Site_1_Candidate_4,2025-07-11,11:30,83.38,14.85
Site_1,Site_1_Candidate_4,2025-07-11,11:45,95.46,16.46
Site_1,Site_1_Candidate_4,2025-07-11,12:00,86.82,4.21
Site_1,Site_1_Candidate_4,2025-07-11,12:15,88.3,46.66
Site_1,Site_1_Candidate_4,2025-07-11,12:30,76.49,32.98
Site_1,Site_1_Candidate_4,2025-07-11,12:45,70.21,28.5
Site_1,Site_1_Candidate_4,2025-07-11,13:00,72.29,48.8
Site_1,Site_1_Candidate_4,2025-07-11,13:15,59.1,27.42
Site_1,Site_1_Candidate_4,2025-07-11,13:30,71.98,12.05
Site_1,Site_1_Candidate_4,2025-07-11,13:45,84.07,22.71
Site_1,Site_1_Candidate_4,2025-07-11,14:00,88.06,8.0
Site_1,Site_1_Candidate_4,2025-07-11,14:15,71.22,6.06
Site_1,Site_1_Candidate_4,2025-07-11,14:30,62.98,42.59
Site_1,Site_1_Candidate_4,2025-07-11,14:45,87.27,43.78
Site_1,Site_1_Candidate_4,2025-07-11,15:00,88.39,12.13
Site_1,Site_1_Candidate_4,2025-07-11,15:15,54.87,46.88
Site_1,Site_1_Candidate_4,2025-07-11,15:30,92.8,19.27
Site_1,Site_1_Candidate_4,2025-07-11,15:45,81.37,20.3
Site_1,Site_1_Candidate_4,2025-07-11,16:00,64.91,29.67
Site_1,Site_1_Candidate_4,2025-07-11,16:15,95.31,8.5
Site_1,Site_1_Candidate_4,2025-07-11,16:30,79.73,43.44
Site_1,Site_1_Candidate_4,2025-07-11,16:45,88.01,32.55
Site_1,Site_1_Candidate_4,2025-07-11,17:00,88.89,33.48
Site_1,Site_1_Candidate_4,2025-07-11,17:15,80.33,30.82
Site_1,Site_1_Candidate_4,2025-07-11,17:30,75.51,24.12
Site_1,Site_1_Candidate_4,2025-07-10,09:00,58.29,22.06
Site_1,Site_1_Candidate_4,2025-07-10,09:15,57.81,40.37
Site_1,Site_1_Candidate_4,2025-07-10,09:30,56.09,4.42
Site_1,Site_1_Candidate_4,2025-07-10,09:45,73.2,2.69
Site_1,Site_1_Candidate_4,2025-07-10,10:00,76.2,26.51
Site_1,Site_1_Candidate_4,2025-07-10,10:15,84.23,43.33
Site_1,Site_1_Candidate_4,2025-07-10,10:30,86.44,1.88
Site_1,Site_1_Candidate_4,2025-07-10,10:45,51.57,26.47
Site_1,Site_1_Candidate_4,2025-07-10,11:00,74.42,0.42
Site_1,Site_1_Candidate_4,2025-07-10,11:15,90.32,21.96
Site_1,Site_1_Candidate_4,2025-07-10,11:30,68.96,24.31
Site_1,Site_1_Candidate_4,2025-07-10,11:45,91.22,29.4
Site_1,Site_1_Candidate_4,2025-07-10,12:00,50.06,23.99
Site_1,Site_1_Candidate_4,2025-07-10,12:15,62.6,33.98
Site_1,Site_1_Candidate_4,2025-07-10,12:30,78.28,20.44
Site_1,Site_1_Candidate_4,2025-07-10,12:45,66.74,24.28
Site_1,Site_1_Candidate_4,2025-07-10,13:00,69.22,41.51
Site_1,Site_1_Candidate_4,2025-07-10,13:15,78.58,19.61
Site_1,Site_1_Candidate_4,2025-07-10,13:30,99.6,12.51
Site_1,Site_1_Candidate_4,2025-07-10,13:45,60.65,8.05
Site_1,Site_1_Candidate_4,2025-07-10,14:00,50.57,40.41
Site_1,Site_1_Candidate_4,2025-07-10,14:15,65.62,24.6
Site_1,Site_1_Candidate_4,2025-07-10,14:30,82.96,35.82
Site_1,Site_1_Candidate_4,2025-07-10,14:45,79.64,45.36
Site_1,Site_1_Candidate_4,2025-07-10,15:00,79.31,16.18
Site_1,Site_1_Candidate_4,2025-07-10,15:15,88.75,38.39
Site_1,Site_1_Candidate_4,2025-07-10,15:30,69.6,40.63
Site_1,Site_1_Candidate_4,2025-07-10,15:45,62.13,6.44
Site_1,Site_1_Candidate_4,2025-07-10,16:00,86.97,18.18
Site_1,Site_1_Candidate_4,2025-07-10,16:15,70.63,24.22
Site_1,Site_1_Candidate_4,2025-07-10,16:30,93.98,13.3
Site_1,Site_1_Candidate_4,2025-07-10,16:45,82.83,33.57
Site_1,Site_1_Candidate_4,2025-07-10,17:00,81.67,43.09
Site_1,Site_1_Candidate_4,2025-07-10,17:15,54.82,39.52
Site_1,Site_1_Candidate_4,2025-07-10,17:30,78.47,0.76
Site_1,Site_1_Candidate_4,2025-07-09,09:00,89.76,11.89
Site_1,Site_1_Candidate_4,2025-07-09,09:15,54.65,31.95
Site_1,Site_1_Candidate_4,2025-07-09,09:30,53.85,24.62
Site_1,Site_1_Candidate_4,2025-07-09,09:45,57.15,24.68
Site_1,Site_1_Candidate_4,2025-07-09,10:00,86.24,48.71
Site_1,Site_1_Candidate_4,2025-07-09,10:15,80.41,29.22
Site_1,Site_1_Candidate_4,2025-07-09,10:30,57.58,37.21
Site_1,Site_1_Candidate_4,2025-07-09,10:45,92.27,20.0
Site_1,Site_1_Candidate_4,2025-07-09,11:00,63.63,46.08
Site_1,Site_1_Candidate_4,2025-07-09,11:15,90.04,16.2
Site_1,Site_1_Candidate_4,2025-07-09,11:30,69.32,42.04
Site_1,Site_1_Candidate_4,2025-07-09,11:45,77.94,29.84
Site_1,Site_1_Candidate_4,2025-07-09,12:00,53.41,15.78
Site_1,Site_1_Candidate_4,2025-07-09,12:15,65.81,25.25
Site_1,Site_1_Candidate_4,2025-07-09,12:30,60.15,26.49
Site_1,Site_1_Candidate_4,2025-07-09,12:45,95.29,26.34
Site_1,Site_1_Candidate_4,2025-07-09,13:00,81.43,6.85
Site_1,Site_1_Candidate_4,2025-07-09,13:15,52.68,47.1
Site_1,Site_1_Candidate_4,2025-07-09,13:30,87.13,16.16
Site_1,Site_1_Candidate_4,2025-07-09,13:45,92.3,43.89
Site_1,Site_1_Candidate_4,2025-07-09,14:00,86.14,36.66
Site_1,Site_1_Candidate_4,2025-07-09,14:15,74.23,44.55
Site_1,Site_1_Candidate_4,2025-07-09,14:30,54.54,20.54
Site_1,Site_1_Candidate_4,2025-07-09,14:45,83.02,40.79
Site_1,Site_1_Candidate_4,2025-07-09,15:00,92.62,19.81
Site_1,Site_1_Candidate_4,2025-07-09,15:15,57.29,0.84
Site_1,Site_1_Candidate_4,2025-07-09,15:30,65.68,48.74
Site_1,Site_1_Candidate_4,2025-07-09,15:45,52.88,20.04
